0.535667,-0.323568
0.538,-0.271795
0.540333,-0.220567
0.542667,-0.169648
0.545,-0.118799
0.547333,-0.0677769
0.549667,-0.0163246
0.552,0.0358308
0.554333,0.088986
0.556667,0.143469
0.559,0.199651
0.561333,0.257954
0.563667,0.318872
0.566,0.38299
0.568333,0.451009
0.570667,0.52379
0.573,0.6024
0.575333,0.688191
0.577667,0.782907
0.58,0.888845
0.582333,1.0091
0.584667,1.14795
0.587,1.3115
0.589333,1.50881
0.591667,1.75387
0.594,2.06957
0.596333,2.49615
0.598667,3.11147
0.601,4.08849
0.603333,5.90448
0.605667,10.5362
0.608,48.9234
0.610333,-18.226
0.612667,-7.5822
0.615,-4.72569
0.617333,-3.38775
0.619667,-2.6042
0.622,-2.0842
0.624333,-1.70981
0.626667,-1.42406
0.629,-1.19603
0.631333,-1.00744
0.633667,-0.846735
0.636,-0.706226
0.638333,-0.580531
0.640667,-0.465718
0.643,-0.358787
0.645333,-0.257331
0.647667,-0.159318
0.65,-0.0629225
0.652333,0.0336115
0.654667,0.1321
0.657,0.23456
0.659333,0.343397
0.661667,0.46166
0.664,0.593456
0.666333,0.744623
0.668667,0.923956
0.671,1.14556
0.673333,1.43383
0.675667,1.83521
0.678,2.45097
0.680333,3.55242
0.682667,6.1991
0.685,22.7198
0.687333,-13.5871
0.689667,-5.13217
0.692,-3.09046
0.694333,-2.152
0.696667,-1.59994
0.699,-1.22701
0.701333,-0.950809
0.703667,-0.731848
0.706,-0.548576
0.708333,-0.387947
0.710667,-0.241262
0.713,-0.102079
0.715333,0.0349909
0.717667,0.175147
0.72,0.324218
0.722333,0.489735
0.724667,0.682724
0.727,0.921279
0.729333,1.23877
0.731667,1.7062
0.734,2.5088
0.736333,4.33695
0.738667,13.8506
0.741,-11.8278
0.743333,-4.03976
0.745667,-2.34629
0.748,-1.57726
0.750333,-1.11931
0.752667,-0.801339
0.755,-0.556073
0.757333,-0.350845
0.759667,-0.166862
0.762,0.00879148
0.764333,0.187119
0.766667,0.380114
0.769,0.604348
0.771333,0.887901
0.773667,1.28824
0.776,1.95254
0.778333,3.42109
0.780667,10.693
0.783,-9.95675
0.785333,-3.28293
0.787667,-1.85908
0.79,-1.20276
0.792333,-0.800087
0.794667,-0.508078
0.797,-0.269293
0.799333,-0.0537152
0.801667,0.159429
0.804,0.390457
0.806333,0.667851
0.808667,1.04589
0.811,1.66255
0.813333,3.04229
0.815667,10.9418
0.818,-7.21015
0.820333,-2.58352
0.822667,-1.45119
0.825,-0.89634
0.827333,-0.535371
0.829667,-0.254988
0.832,-0.00514303
0.834333,0.246894
0.836667,0.535888
0.839,0.921472
0.841333,1.55706
0.843667,3.0921
0.846,19.2523
0.848333,-4.65048
0.850667,-1.92864
0.853,-1.07834
0.855333,-0.614219
0.857667,-0.282846
0.86,0.00244217
0.862333,0.291324
0.864667,0.637427
0.867,1.14869
0.869333,2.202
0.871667,7.46203
0.874,-6.0837
0.876333,-2.00754
0.878667,-1.04272
0.881,-0.547367
0.883333,-0.194566
0.885667,0.120255
0.888,0.464375
0.890333,0.937308
0.892667,1.84725
0.895,5.78022
0.897333,-6.32205
0.899667,-1.88202
0.902,-0.926918
0.904333,-0.433672
0.906667,-0.0675759
0.909,0.285061
0.911333,0.723523
0.913667,1.48609
0.916,4.14674
0.918333,-8.11596
0.920667,-1.89571
0.923,-0.875234
0.925333,-0.363784
0.927667,0.0248293
0.93,0.425438
0.932333,0.995971
0.934667,2.34863
0.937,72.0923
0.939333,-2.51393
0.941667,-1.02124
0.944,-0.417789
0.946333,0.0082991
0.948667,0.442098
0.951,1.08943
0.953333,2.95087
0.955667,-10.7039
0.958,-1.75843
0.960333,-0.722597
0.962667,-0.196109
0.965,0.247422
0.967333,0.813478
0.969667,2.10577
0.972,-185.376
0.974333,-2.02659
0.976667,-0.768357
0.979,-0.196033
0.981333,0.279261
0.983667,0.91785
0.986,2.70966
0.988333,-7.92334
0.990667,-1.43355
0.993,-0.512585
0.995333,0.0188962
0.997667,0.56727
