0.1428,0.170214
0.1442,0.172286
0.1456,0.17437
0.147,0.176467
0.1484,0.178576
0.1498,0.180699
0.1512,0.182834
0.1526,0.184984
0.154,0.187146
0.1554,0.189323
0.1568,0.191513
0.1582,0.193718
0.1596,0.195938
0.161,0.198172
0.1624,0.200422
0.1638,0.202687
0.1652,0.204967
0.1666,0.207264
0.168,0.209576
0.1694,0.211905
0.1708,0.214251
0.1722,0.216614
0.1736,0.218994
0.175,0.221392
0.1764,0.223808
0.1778,0.226242
0.1792,0.228695
0.1806,0.231167
0.182,0.233658
0.1834,0.236168
0.1848,0.238699
0.1862,0.24125
0.1876,0.243822
0.189,0.246414
0.1904,0.249029
0.1918,0.251665
0.1932,0.254323
0.1946,0.257004
0.196,0.259708
0.1974,0.262435
0.1988,0.265186
0.2002,0.267962
0.2016,0.270762
0.203,0.273588
0.2044,0.276439
0.2058,0.279317
0.2072,0.282221
0.2086,0.285152
0.21,0.288111
0.2114,0.291098
0.2128,0.294114
0.2142,0.297159
0.2156,0.300233
0.217,0.303338
0.2184,0.306474
0.2198,0.309641
0.2212,0.31284
0.2226,0.316072
0.224,0.319337
0.2254,0.322636
0.2268,0.325969
0.2282,0.329338
0.2296,0.332742
0.231,0.336183
0.2324,0.339661
0.2338,0.343177
0.2352,0.346731
0.2366,0.350325
0.238,0.35396
0.2394,0.357635
0.2408,0.361351
0.2422,0.365111
0.2436,0.368914
0.245,0.372761
0.2464,0.376653
0.2478,0.380591
0.2492,0.384576
0.2506,0.388609
0.252,0.392691
0.2534,0.396823
0.2548,0.401005
0.2562,0.40524
0.2576,0.409527
0.259,0.413868
0.2604,0.418265
0.2618,0.422718
0.2632,0.427228
0.2646,0.431797
0.266,0.436426
0.2674,0.441116
0.2688,0.445869
0.2702,0.450685
0.2716,0.455567
0.273,0.460516
0.2744,0.465532
0.2758,0.470618
0.2772,0.475775
0.2786,0.481005
0.28,0.48631
0.2814,0.49169
0.2828,0.497148
0.2842,0.502686
0.2856,0.508305
0.287,0.514008
0.2884,0.519796
0.2898,0.525671
0.2912,0.531635
0.2926,0.537691
0.294,0.543841
0.2954,0.550087
0.2968,0.556431
0.2982,0.562876
0.2996,0.569424
0.301,0.576078
0.3024,0.582841
0.3038,0.589716
0.3052,0.596704
0.3066,0.60381
0.308,0.611037
0.3094,0.618387
0.3108,0.625865
0.3122,0.633472
0.3136,0.641214
0.315,0.649094
0.3164,0.657116
0.3178,0.665283
0.3192,0.6736
0.3206,0.682072
0.322,0.690702
0.3234,0.699496
0.3248,0.708458
0.3262,0.717594
0.3276,0.726909
0.329,0.736408
0.3304,0.746098
0.3318,0.755984
0.3332,0.766073
0.3346,0.776372
0.336,0.786887
0.3374,0.797625
0.3388,0.808595
0.3402,0.819804
0.3416,0.83126
0.343,0.842973
0.3444,0.854951
0.3458,0.867205
0.3472,0.879744
0.3486,0.892579
0.35,0.905721
0.3514,0.919183
0.3528,0.932976
0.3542,0.947114
0.3556,0.961611
0.357,0.976481
0.3584,0.991741
0.3598,1.00741
0.3612,1.02349
0.3626,1.04002
0.364,1.05701
0.3654,1.07449
0.3668,1.09246
0.3682,1.11097
0.3696,1.13003
0.371,1.14966
0.3724,1.16991
0.3738,1.19079
0.3752,1.21235
0.3766,1.23461
0.378,1.25761
0.3794,1.28141
0.3808,1.30602
0.3822,1.33152
0.3836,1.35793
0.385,1.38533
0.3864,1.41377
0.3878,1.44331
0.3892,1.47402
0.3906,1.50597
0.392,1.53926
0.3934,1.57397
0.3948,1.61019
0.3962,1.64803
0.3976,1.68762
0.399,1.72908
0.4004,1.77255
0.4018,1.81819
0.4032,1.86618
0.4046,1.91672
0.406,1.97001
0.4074,2.0263
0.4088,2.08587
0.4102,2.14903
0.4116,2.21611
0.413,2.28751
0.4144,2.36369
0.4158,2.44515
0.4172,2.53248
0.4186,2.62637
